1,1,9.999000099990002E-5,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
9060,2,0.9059094090590941,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9061,1,0.906009399060094,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9061,2,0.906009399060094,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9062,1,0.9061093890610938,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9062,2,0.9061093890610938,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Housing])
9063,1,0.9062093790620938,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9063,2,0.9062093790620938,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9064,1,0.9063093690630937,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9064,2,0.9063093690630937,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9065,1,0.9064093590640936,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9065,2,0.9064093590640936,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Medium, Functionality: Commercial])
9066,1,0.9065093490650935,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9066,2,0.9065093490650935,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9067,1,0.9066093390660934,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9067,2,0.9066093390660934,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9068,1,0.9067093290670933,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Big, Park: Small, Functionality: Farming])
9068,2,0.9067093290670933,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9069,1,0.9068093190680931,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9069,2,0.9068093190680931,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Housing])
9070,1,0.9069093090690931,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9070,2,0.9069093090690931,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9071,1,0.907009299070093,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9071,2,0.907009299070093,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9072,1,0.9071092890710929,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9072,2,0.9071092890710929,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Housing])
9073,1,0.9072092790720928,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9073,2,0.9072092790720928,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
9074,1,0.9073092690730927,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9074,2,0.9073092690730927,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
9075,1,0.9074092590740926,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9075,2,0.9074092590740926,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9076,1,0.9075092490750925,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9076,2,0.9075092490750925,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9077,1,0.9076092390760924,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9077,2,0.9076092390760924,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9078,1,0.9077092290770923,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Farming])
9078,2,0.9077092290770923,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9079,1,0.9078092190780922,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9079,2,0.9078092190780922,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9080,1,0.9079092090790921,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9080,2,0.9079092090790921,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9081,1,0.908009199080092,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9081,2,0.908009199080092,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9082,1,0.9081091890810918,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9082,2,0.9081091890810918,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Housing])
9083,1,0.9082091790820918,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9083,2,0.9082091790820918,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Commercial])
9084,1,0.9083091690830917,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9084,2,0.9083091690830917,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9085,1,0.9084091590840916,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9085,2,0.9084091590840916,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9086,1,0.9085091490850915,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9086,2,0.9085091490850915,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Commercial])
9087,1,0.9086091390860914,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9087,2,0.9086091390860914,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9088,1,0.9087091290870913,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9088,2,0.9087091290870913,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
9089,1,0.9088091190880911,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9089,2,0.9088091190880911,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Commercial])
9090,1,0.9089091090890911,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9090,2,0.9089091090890911,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Medium, Functionality: Commercial])
9091,1,0.909009099090091,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9091,2,0.909009099090091,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9092,1,0.9091090890910909,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9092,2,0.9091090890910909,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9093,1,0.9092090790920908,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9093,2,0.9092090790920908,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Housing])
9094,1,0.9093090690930907,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9094,2,0.9093090690930907,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
9095,1,0.9094090590940906,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9095,2,0.9094090590940906,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Medium, Functionality: Industrial])
9096,1,0.9095090490950904,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9096,2,0.9095090490950904,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9097,1,0.9096090390960904,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9097,2,0.9096090390960904,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9098,1,0.9097090290970903,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9098,2,0.9097090290970903,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9099,1,0.9098090190980902,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9099,2,0.9098090190980902,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9100,1,0.9099090090990901,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9100,2,0.9099090090990901,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9101,1,0.91000899910009,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9101,2,0.91000899910009,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
9102,1,0.9101089891010898,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9102,2,0.9101089891010898,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9103,1,0.9102089791020898,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9103,2,0.9102089791020898,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9104,1,0.9103089691030897,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9104,2,0.9103089691030897,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
9105,1,0.9104089591040896,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Farming])
9105,2,0.9104089591040896,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Medium, Functionality: Industrial])
9106,1,0.9105089491050895,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9106,2,0.9105089491050895,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Housing])
9107,1,0.9106089391060894,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9107,2,0.9106089391060894,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9108,1,0.9107089291070893,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9108,2,0.9107089291070893,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9109,1,0.9108089191080891,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9109,2,0.9108089191080891,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9110,1,0.9109089091090891,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9110,2,0.9109089091090891,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Housing])
9111,1,0.911008899110089,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9111,2,0.911008899110089,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Housing])
9112,1,0.9111088891110889,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9112,2,0.9111088891110889,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Medium, Functionality: Commercial])
9113,1,0.9112088791120888,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9113,2,0.9112088791120888,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
9114,1,0.9113088691130887,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9114,2,0.9113088691130887,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Housing])
9115,1,0.9114088591140886,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9115,2,0.9114088591140886,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Housing])
9116,1,0.9115088491150884,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9116,2,0.9115088491150884,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Housing])
9117,1,0.9116088391160884,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9117,2,0.9116088391160884,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Medium, Functionality: Commercial])
9118,1,0.9117088291170883,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9118,2,0.9117088291170883,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
